GOID	Description	FDR	Database	Type	Genes	Enrichment
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	RPL13	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	RPL10A	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	HNRNPA1	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	RBMX	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	ACTB	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	RNH1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	RPL36A	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	HSPB1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	MYL6B	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	RPL10A	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	ATP5O	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	ACTB	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	KRT84	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	LMNB1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	CAND1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	RPS19	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	MAEL	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	RPL13	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	HNRNPA1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	PRPH	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	XRCC5	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	KRT1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	HMGA1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	ARCN1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	RPS28	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	KRT18	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	PSMC3	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	EEF1D	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	HNRNPH1	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	PSMA2	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	HNRNPF	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	KRT36	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	RBMX	All (Up vs. Down)
GO:0032991	macromolecular complex	1.09E-04	BiNGO	CC	EIF3B	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	YWHAE	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	GPI	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HSP90AB2P	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	CRTC2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RNH1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HSPB1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	MYL6B	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HMGB1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RPL10A	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	ACTB	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	LMNB1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RPS19	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	TRIM28	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	CAPN2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	MAEL	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	PLS3	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	SLC2A10	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	ANXA4	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	KRT1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	ANXA11	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	ACSL4	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	EEF1D	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HNRNPH1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	PSMA2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	KRT36	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	AKAP9	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	S100A6	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	AHCY	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RAB5C	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RAB1C	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RPL36A	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	ATP5O	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	KRT84	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	GANAB	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	CAND1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RPL13	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	CCT8	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	PGK2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HNRNPA1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	PPIAL4G	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	PRPH	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HSPA9	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	XRCC5	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	MDH2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	GOT2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HMGA1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HMGA2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HSP90AA5P	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	ARCN1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	EHD2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RPS28	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	KRT18	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	PSMC3	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	IMPDH2	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	HNRNPF	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	SERBP1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	CD9	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	EPPK1	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	RBMX	All (Up vs. Down)
GO:0044424	intracellular part	1.09E-04	BiNGO	CC	EIF3B	All (Up vs. Down)
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	1.08E-04	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	1.08E-04	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	1.08E-04	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0006518	peptide metabolic process	1.08E-04	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0006518	peptide metabolic process	1.08E-04	g:Profiler	BP	EEF1D	All (Up vs. Down)
GO:0006518	peptide metabolic process	1.08E-04	g:Profiler	BP	RPS19	All (Up vs. Down)
GO:0006518	peptide metabolic process	1.08E-04	g:Profiler	BP	RPL10A	All (Up vs. Down)
GO:0006518	peptide metabolic process	1.08E-04	g:Profiler	BP	RPL13	All (Up vs. Down)
GO:0006518	peptide metabolic process	1.08E-04	g:Profiler	BP	EIF3B	All (Up vs. Down)
GO:0006518	peptide metabolic process	1.08E-04	g:Profiler	BP	RPS28	All (Up vs. Down)
GO:0006518	peptide metabolic process	1.08E-04	g:Profiler	BP	RPL36A	All (Up vs. Down)
GO:0006334	nucleosome assembly	1.08E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0006334	nucleosome assembly	1.08E-04	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0006334	nucleosome assembly	1.08E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0006334	nucleosome assembly	1.08E-04	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0045910	negative regulation of DNA recombination	1.08E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0045910	negative regulation of DNA recombination	1.08E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0045910	negative regulation of DNA recombination	1.08E-04	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	RPN1	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	UBA1	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	CKAP4	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	RAC2	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	ILF3	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	ACTL6B	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	LAMB1	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	PSMA5	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	YWHAG	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	UBE2I	All (Up vs. Down)
GO:0043412	macromolecule modification	1.08E-04	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0006342	chromatin silencing	1.08E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0006342	chromatin silencing	1.08E-04	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0006342	chromatin silencing	1.08E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0006342	chromatin silencing	1.08E-04	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0097549	chromatin organization involved in negative regulation of transcription	1.08E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0097549	chromatin organization involved in negative regulation of transcription	1.08E-04	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0097549	chromatin organization involved in negative regulation of transcription	1.08E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0097549	chromatin organization involved in negative regulation of transcription	1.08E-04	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0071824	protein-DNA complex subunit organization	1.08E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0071824	protein-DNA complex subunit organization	1.08E-04	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0071824	protein-DNA complex subunit organization	1.08E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0071824	protein-DNA complex subunit organization	1.08E-04	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0071824	protein-DNA complex subunit organization	1.08E-04	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	CWC25	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	RPL36A	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	HNRNPA1	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	RBMX	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	HNRNPH1	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	HNRNPF	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	DDX39A	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	RPL13	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	PSMC3	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	PSMA2	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	RPS19	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	RNH1	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	RPL10A	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	HSPB1	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	RPS28	All (Up vs. Down)
GO:0016071	mRNA metabolic process	1.06E-04	GO::TermFinder	BP	SERBP1	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	HSPA9	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	CCT8	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	ACTB	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	ACSL4	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	IMPDH2	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	PSMC3	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	DDX39A	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	PGK2	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	XRCC5	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	AHCY	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	RAB5C	All (Up vs. Down)
GO:0000166	nucleotide binding	1.06E-04	g:Profiler	MF	EHD2	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	HSPA9	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	CCT8	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	ACTB	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	ACSL4	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	IMPDH2	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	PSMC3	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	DDX39A	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	PGK2	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	XRCC5	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	AHCY	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	RAB5C	All (Up vs. Down)
GO:1901265	nucleoside phosphate binding	1.06E-04	g:Profiler	MF	EHD2	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	PSMA5	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	HSP90AA2P	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	EEF1A1	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	HSPA4	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	VCL	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	RPS14	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	POTEKP	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	RPS3A	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	RPL4	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	SSC4D	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	TCP1	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	TUBB6	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	CTSD	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	RAN	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	PLS1	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	TUBB8	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	YWHAG	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	CKAP4	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	BASP1	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	ST13	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	LAMB1	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	RAC2	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	CD59	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	NCL	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	RPS11	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	UBA1	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	ILF3	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	S100A10	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	RPS26	All (Up vs. Down)
GO:0005576	extracellular region	1.06E-04	GO::TermFinder	CC	MYOF	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	MYL6B	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	RPS19	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	EPPK1	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	ACTB	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	TNFRSF10A	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	PGK2	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	CD9	All (Up vs. Down)
GO:0006928	movement of cell or subcellular component	1.06E-04	g:Profiler	BP	AKAP9	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	S100A6	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	MYL6B	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	HSPA9	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	CCT8	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	FBXL19	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	CAPN2	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	ACTB	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	ACSL4	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	HMGB1	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	IMPDH2	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	PLS3	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	PSMC3	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	DDX39A	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	GOT2	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	PGK2	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	ANXA4	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	XRCC5	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	ANXA11	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	RAB5C	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	TRIM28	All (Up vs. Down)
GO:0043167	ion binding	1.03E-04	g:Profiler	MF	EHD2	All (Up vs. Down)
GO:0016462	pyrophosphatase activity	1.01E-04	g:Profiler	MF	TUBAL3	All (Up vs. Down)
GO:0016462	pyrophosphatase activity	1.01E-04	g:Profiler	MF	RAN	All (Up vs. Down)
GO:0016462	pyrophosphatase activity	1.01E-04	g:Profiler	MF	EEF1A1	All (Up vs. Down)
GO:0016462	pyrophosphatase activity	1.01E-04	g:Profiler	MF	TUBB8	All (Up vs. Down)
GO:0016462	pyrophosphatase activity	1.01E-04	g:Profiler	MF	TUBB6	All (Up vs. Down)
GO:0016462	pyrophosphatase activity	1.01E-04	g:Profiler	MF	RAC2	All (Up vs. Down)
GO:0016462	pyrophosphatase activity	1.01E-04	g:Profiler	MF	PSMC4	All (Up vs. Down)
GO:0016817	"hydrolase activity, acting on acid anhydrides"	1.01E-04	g:Profiler	MF	TUBAL3	All (Up vs. Down)
GO:0016817	"hydrolase activity, acting on acid anhydrides"	1.01E-04	g:Profiler	MF	RAN	All (Up vs. Down)
GO:0016817	"hydrolase activity, acting on acid anhydrides"	1.01E-04	g:Profiler	MF	EEF1A1	All (Up vs. Down)
GO:0016817	"hydrolase activity, acting on acid anhydrides"	1.01E-04	g:Profiler	MF	TUBB8	All (Up vs. Down)
GO:0016817	"hydrolase activity, acting on acid anhydrides"	1.01E-04	g:Profiler	MF	TUBB6	All (Up vs. Down)
GO:0016817	"hydrolase activity, acting on acid anhydrides"	1.01E-04	g:Profiler	MF	RAC2	All (Up vs. Down)
GO:0016817	"hydrolase activity, acting on acid anhydrides"	1.01E-04	g:Profiler	MF	PSMC4	All (Up vs. Down)
GO:0016818	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	1.01E-04	g:Profiler	MF	TUBAL3	All (Up vs. Down)
GO:0016818	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	1.01E-04	g:Profiler	MF	RAN	All (Up vs. Down)
